,0,1
3200,"(178, 0.97999999999999976, -0.68000000000000016)","(-110.7698969999999, 6)"
3201,"(138, 1.1399999999999997, -0.12000000000000044)","(-110.67980999999986, 12)"
3202,"(98, 1.8599999999999994, -0.68000000000000016)","(-110.63977100000034, 10)"
3203,"(82, 1.6199999999999994, -0.68000000000000016)","(-110.55005000000006, 12)"
3204,"(122, 1.9399999999999993, -0.28000000000000036)","(-110.5499269999998, 8)"
3205,"(98, 2.339999999999999, -0.76000000000000012)","(-110.22985800000038, 6)"
3206,"(90, 1.6999999999999993, -0.92000000000000004)","(-110.06982500000026, 10)"
3207,"(90, 1.6999999999999993, -1.0)","(-110.06982500000026, 10)"
3208,"(114, 1.8599999999999994, -0.6000000000000002)","(-109.51977499999998, 8)"
3209,"(114, 1.8599999999999994, -0.44000000000000028)","(-109.51977499999998, 8)"
3210,"(114, 1.8599999999999994, -0.52000000000000024)","(-109.51977499999998, 8)"
3211,"(194, 0.8999999999999998, 0.11999999999999944)","(-108.85998600000062, 12)"
3212,"(130, 1.6999999999999993, -0.36000000000000032)","(-108.73986800000057, 8)"
3213,"(130, 1.6999999999999993, -0.44000000000000028)","(-108.73986800000057, 8)"
3214,"(146, 1.2199999999999998, -0.2000000000000004)","(-108.69982999999979, 10)"
3215,"(210, 1.3799999999999994, 0.43999999999999928)","(-108.50976500000002, 8)"
3216,"(218, 1.2999999999999996, -0.2000000000000004)","(-108.36010799999985, 6)"
3217,"(218, 1.2999999999999996, -0.12000000000000044)","(-108.36010799999985, 6)"
3218,"(210, 1.2999999999999996, -0.2000000000000004)","(-108.36010799999985, 6)"
3219,"(210, 1.2999999999999996, -0.12000000000000044)","(-108.36010799999985, 6)"
3220,"(210, 1.6199999999999994, 0.11999999999999944)","(-108.3099380000001, 6)"
3221,"(186, 1.0599999999999996, -0.6000000000000002)","(-108.29992599999991, 6)"
3222,"(186, 0.97999999999999976, -0.6000000000000002)","(-108.29992599999991, 6)"
3223,"(162, 1.1399999999999997, -0.04000000000000048)","(-108.29980599999999, 10)"
3224,"(162, 1.1399999999999997, -0.12000000000000044)","(-108.29980599999999, 10)"
3225,"(162, 1.1399999999999997, -0.2000000000000004)","(-108.29980599999999, 10)"
3226,"(122, 0.8999999999999998, -0.44000000000000028)","(-108.27954200000045, 14)"
3227,"(186, 1.1399999999999997, -0.52000000000000024)","(-108.26989700000013, 6)"
3228,"(178, 1.1399999999999997, -0.6000000000000002)","(-108.26989700000013, 6)"
3229,"(82, 1.5399999999999996, -0.84000000000000008)","(-108.26965500000028, 12)"
3230,"(106, 1.0599999999999996, -0.6000000000000002)","(-108.21960400000034, 12)"
3231,"(162, 1.2999999999999996, 0.039999999999999591)","(-108.16979900000001, 10)"
3232,"(202, 1.5399999999999996, 0.039999999999999591)","(-108.1601569999998, 6)"
3233,"(202, 1.6199999999999994, 0.039999999999999591)","(-108.1601569999998, 6)"
3234,"(202, 1.3799999999999994, 0.039999999999999591)","(-108.1601569999998, 6)"
3235,"(202, 1.4599999999999995, 0.039999999999999591)","(-108.1601569999998, 6)"
3236,"(98, 1.7799999999999994, -0.76000000000000012)","(-108.08984500000042, 10)"
3237,"(98, 1.6999999999999993, -0.76000000000000012)","(-108.08984500000042, 10)"
3238,"(170, 1.5399999999999996, 0.11999999999999944)","(-108.04992699999957, 8)"
3239,"(194, 1.4599999999999995, 0.35999999999999943)","(-107.81970199999978, 8)"
3240,"(186, 1.4599999999999995, 0.27999999999999936)","(-107.81970199999978, 8)"
3241,"(170, 1.4599999999999995, -0.28000000000000036)","(-107.6495359999999, 8)"
3242,"(82, 1.7799999999999994, -1.0)","(-107.59973200000036, 10)"
3243,"(122, 2.0199999999999991, -0.84000000000000008)","(-107.339966, 6)"
3244,"(90, 1.5399999999999996, -0.68000000000000016)","(-107.31994700000018, 12)"
3245,"(186, 1.2999999999999996, -0.44000000000000028)","(-107.22985800000015, 6)"
3246,"(186, 1.2999999999999996, -0.36000000000000032)","(-107.22985800000015, 6)"
3247,"(114, 1.7799999999999994, -0.76000000000000012)","(-107.15978999999993, 8)"
3248,"(114, 1.7799999999999994, -0.68000000000000016)","(-107.15978999999993, 8)"
3249,"(122, 2.339999999999999, -0.36000000000000032)","(-107.14977999999996, 6)"
3250,"(122, 2.339999999999999, -0.44000000000000028)","(-107.14977999999996, 6)"
3251,"(122, 1.4599999999999995, -0.84000000000000008)","(-107.00988699999994, 8)"
3252,"(122, 1.3799999999999994, -0.84000000000000008)","(-107.00988699999994, 8)"
3253,"(130, 1.9399999999999993, -0.12000000000000044)","(-106.83984399999963, 8)"
3254,"(130, 1.9399999999999993, -0.2000000000000004)","(-106.83984399999963, 8)"
3255,"(194, 0.81999999999999984, 0.19999999999999929)","(-106.66980100000046, 14)"
3256,"(138, 1.2999999999999996, -0.2000000000000004)","(-106.65002499999969, 10)"
3257,"(218, 1.7799999999999994, 0.19999999999999929)","(-106.43994199999997, 6)"
3258,"(218, 1.7799999999999994, 0.27999999999999936)","(-106.43994199999997, 6)"
3259,"(210, 1.7799999999999994, 0.19999999999999929)","(-106.43994199999997, 6)"
3260,"(210, 1.7799999999999994, 0.35999999999999943)","(-106.43994199999997, 6)"
3261,"(186, 1.8599999999999994, 0.19999999999999929)","(-106.43994199999997, 6)"
3262,"(210, 1.7799999999999994, 0.27999999999999936)","(-106.43994199999997, 6)"
3263,"(218, 1.7799999999999994, 0.35999999999999943)","(-106.43994199999997, 6)"
3264,"(146, 1.2999999999999996, -0.2000000000000004)","(-106.34997599999974, 10)"
3265,"(162, 1.7799999999999994, -0.28000000000000036)","(-106.22985900000003, 6)"
3266,"(162, 1.7799999999999994, -0.36000000000000032)","(-106.22985900000003, 6)"
3267,"(218, 1.0599999999999996, 0.51999999999999913)","(-106.18957499999965, 12)"
3268,"(130, 2.1799999999999993, -0.28000000000000036)","(-106.17993199999978, 6)"
3269,"(138, 2.1799999999999993, -0.2000000000000004)","(-106.17993199999978, 6)"
3270,"(130, 2.2599999999999989, -0.28000000000000036)","(-106.17993199999978, 6)"
3271,"(138, 2.0999999999999992, -0.2000000000000004)","(-106.17993199999978, 6)"
3272,"(90, 1.8599999999999994, -0.84000000000000008)","(-105.76965400000063, 10)"
3273,"(122, 1.5399999999999996, -0.52000000000000024)","(-105.76965200000018, 8)"
3274,"(122, 1.6199999999999994, -0.52000000000000024)","(-105.76965200000018, 8)"
3275,"(186, 1.3799999999999994, -0.12000000000000044)","(-105.70996099999957, 8)"
3276,"(186, 1.3799999999999994, -0.2000000000000004)","(-105.70996099999957, 8)"
3277,"(106, 2.419999999999999, -0.44000000000000028)","(-105.65002400000003, 6)"
3278,"(74, 1.5399999999999996, -0.92000000000000004)","(-105.61975200000029, 12)"
3279,"(74, 1.5399999999999996, -0.84000000000000008)","(-105.61975200000029, 12)"
3280,"(74, 1.5399999999999996, -1.0)","(-105.61975200000029, 12)"
3281,"(90, 1.9399999999999993, -0.76000000000000012)","(-105.13977100000056, 10)"
3282,"(186, 1.6999999999999993, -0.04000000000000048)","(-104.98010299999987, 6)"
3283,"(186, 1.5399999999999996, -0.04000000000000048)","(-104.98010299999987, 6)"
3284,"(186, 1.6199999999999994, -0.04000000000000048)","(-104.98010299999987, 6)"
3285,"(194, 1.6199999999999994, 0.039999999999999591)","(-104.98010299999987, 6)"
3286,"(194, 1.5399999999999996, 0.039999999999999591)","(-104.98010299999987, 6)"
3287,"(146, 1.3799999999999994, -0.2000000000000004)","(-104.70983999999976, 10)"
3288,"(90, 2.339999999999999, -0.92000000000000004)","(-104.51989700000036, 6)"
3289,"(82, 2.419999999999999, -1.0)","(-104.51989700000036, 6)"
3290,"(90, 2.339999999999999, -1.0)","(-104.51989700000036, 6)"
3291,"(218, 0.97999999999999976, 0.27999999999999936)","(-104.48974700000008, 10)"
3292,"(218, 0.97999999999999976, 0.35999999999999943)","(-104.48974700000008, 10)"
3293,"(218, 0.97999999999999976, 0.19999999999999929)","(-104.48974700000008, 10)"
3294,"(210, 0.81999999999999984, 0.43999999999999928)","(-104.46984900000052, 18)"
3295,"(90, 1.3799999999999994, -0.68000000000000016)","(-104.43982000000051, 14)"
3296,"(210, 2.0999999999999992, -0.68000000000000016)","(-104.38989200000015, 4)"
3297,"(210, 2.0999999999999992, -0.6000000000000002)","(-104.38989200000015, 4)"
3298,"(202, 2.0999999999999992, -0.68000000000000016)","(-104.38989200000015, 4)"
3299,"(130, 1.2199999999999998, -0.36000000000000032)","(-104.14965800000027, 10)"
3300,"(138, 1.2199999999999998, -0.44000000000000028)","(-104.14965800000027, 10)"
3301,"(138, 1.2199999999999998, -0.36000000000000032)","(-104.14965800000027, 10)"
3302,"(130, 1.2199999999999998, -0.44000000000000028)","(-104.14965800000027, 10)"
3303,"(138, 1.2199999999999998, -0.28000000000000036)","(-104.14965800000027, 10)"
3304,"(82, 1.6999999999999993, -0.68000000000000016)","(-103.50000099999988, 12)"
3305,"(114, 1.6999999999999993, -0.84000000000000008)","(-103.38977099999988, 8)"
3306,"(114, 1.6999999999999993, -0.92000000000000004)","(-103.38977099999988, 8)"
3307,"(114, 1.6199999999999994, -0.84000000000000008)","(-103.38977099999988, 8)"
3308,"(114, 1.6199999999999994, -0.92000000000000004)","(-103.38977099999988, 8)"
3309,"(90, 1.3799999999999994, -1.0)","(-102.97973600000046, 12)"
3310,"(90, 1.3799999999999994, -0.92000000000000004)","(-102.97973600000046, 12)"
3311,"(90, 1.2199999999999998, -1.0)","(-102.97973600000046, 12)"
3312,"(90, 1.2999999999999996, -0.92000000000000004)","(-102.97973600000046, 12)"
3313,"(90, 1.2199999999999998, -0.92000000000000004)","(-102.97973600000046, 12)"
3314,"(90, 1.2999999999999996, -1.0)","(-102.97973600000046, 12)"
3315,"(90, 1.4599999999999995, -0.68000000000000016)","(-102.79968400000052, 14)"
3316,"(170, 1.7799999999999994, -0.2000000000000004)","(-102.7800299999999, 6)"
3317,"(178, 1.7799999999999994, -0.12000000000000044)","(-102.7800299999999, 6)"
3318,"(178, 1.7799999999999994, 0.11999999999999944)","(-102.7800299999999, 6)"
3319,"(194, 1.7799999999999994, 0.11999999999999944)","(-102.7800299999999, 6)"
3320,"(186, 1.7799999999999994, 0.039999999999999591)","(-102.7800299999999, 6)"
3321,"(178, 1.7799999999999994, -0.04000000000000048)","(-102.7800299999999, 6)"
3322,"(170, 1.7799999999999994, -0.12000000000000044)","(-102.7800299999999, 6)"
3323,"(194, 1.6999999999999993, 0.11999999999999944)","(-102.7800299999999, 6)"
3324,"(170, 1.7799999999999994, -0.04000000000000048)","(-102.7800299999999, 6)"
3325,"(178, 1.7799999999999994, 0.039999999999999591)","(-102.7800299999999, 6)"
3326,"(186, 1.7799999999999994, 0.11999999999999944)","(-102.7800299999999, 6)"
3327,"(170, 1.7799999999999994, 0.039999999999999591)","(-102.7800299999999, 6)"
3328,"(218, 1.2199999999999998, -0.28000000000000036)","(-102.75988699999994, 6)"
3329,"(170, 1.2999999999999996, 0.11999999999999944)","(-102.70971599999984, 10)"
3330,"(170, 1.3799999999999994, 0.11999999999999944)","(-102.70971599999984, 10)"
3331,"(106, 2.2599999999999989, -0.52000000000000024)","(-102.69982800000025, 6)"
3332,"(106, 2.339999999999999, -0.52000000000000024)","(-102.69982800000025, 6)"
3333,"(178, 1.0599999999999996, -0.68000000000000016)","(-102.55993599999988, 6)"
3334,"(186, 0.97999999999999976, -0.68000000000000016)","(-102.55993599999988, 6)"
3335,"(186, 1.0599999999999996, -0.68000000000000016)","(-102.55993599999988, 6)"
3336,"(138, 1.3799999999999994, -0.6000000000000002)","(-102.51977499999998, 8)"
3337,"(162, 0.8999999999999998, 0.039999999999999591)","(-102.45983899999965, 12)"
3338,"(122, 1.7799999999999994, -0.44000000000000028)","(-102.43969600000014, 8)"
3339,"(154, 1.1399999999999997, -0.12000000000000044)","(-102.16980100000001, 10)"
3340,"(154, 1.1399999999999997, -0.2000000000000004)","(-102.16980100000001, 10)"
3341,"(154, 1.0599999999999996, -0.12000000000000044)","(-102.16980100000001, 10)"
3342,"(154, 1.0599999999999996, -0.2000000000000004)","(-102.16980100000001, 10)"
3343,"(98, 2.419999999999999, -0.76000000000000012)","(-101.78979500000037, 6)"
3344,"(194, 1.3799999999999994, -0.12000000000000044)","(-101.51013199999943, 6)"
3345,"(194, 1.3799999999999994, -0.04000000000000048)","(-101.51013199999943, 6)"
3346,"(90, 1.4599999999999995, -1.0)","(-101.33960000000047, 12)"
3347,"(90, 1.4599999999999995, -0.92000000000000004)","(-101.33960000000047, 12)"
3348,"(202, 0.97999999999999976, 0.43999999999999928)","(-101.2496329999999, 14)"
3349,"(146, 0.81999999999999984, -0.28000000000000036)","(-101.1696780000002, 12)"
3350,"(122, 2.2599999999999989, -0.52000000000000024)","(-101.14978000000019, 6)"
3351,"(218, 1.0599999999999996, -0.44000000000000028)","(-101.14977900000008, 6)"
3352,"(218, 1.0599999999999996, -0.36000000000000032)","(-101.14977900000008, 6)"
3353,"(218, 1.1399999999999997, -0.36000000000000032)","(-101.14977900000008, 6)"
3354,"(218, 1.1399999999999997, -0.44000000000000028)","(-101.14977900000008, 6)"
3355,"(98, 1.8599999999999994, -0.76000000000000012)","(-101.03979600000025, 10)"
3356,"(146, 0.8999999999999998, -0.2000000000000004)","(-101.02978600000006, 12)"
3357,"(98, 1.1399999999999997, -0.76000000000000012)","(-100.75976600000058, 12)"
3358,"(98, 1.2199999999999998, -0.76000000000000012)","(-100.75976600000058, 12)"
3359,"(98, 1.0599999999999996, -0.76000000000000012)","(-100.75976600000058, 12)"
3360,"(98, 2.0199999999999991, -0.6000000000000002)","(-100.73986900000045, 10)"
3361,"(98, 1.2999999999999996, -0.68000000000000016)","(-100.28979400000048, 12)"
3362,"(98, 1.3799999999999994, -0.68000000000000016)","(-100.28979400000048, 12)"
3363,"(138, 1.4599999999999995, -0.52000000000000024)","(-100.28979400000026, 8)"
3364,"(130, 2.339999999999999, -0.28000000000000036)","(-100.2700199999997, 6)"
3365,"(122, 1.6999999999999993, -0.52000000000000024)","(-100.24975500000005, 8)"
3366,"(218, 1.5399999999999996, 0.11999999999999944)","(-100.20996099999979, 6)"
3367,"(218, 1.4599999999999995, 0.11999999999999944)","(-100.20996099999979, 6)"
3368,"(202, 1.2999999999999996, -0.04000000000000048)","(-100.17016699999976, 6)"
3369,"(202, 1.2999999999999996, -0.12000000000000044)","(-100.17016699999976, 6)"
3370,"(162, 1.3799999999999994, 0.039999999999999591)","(-99.749876999999969, 10)"
3371,"(90, 1.6199999999999994, -0.68000000000000016)","(-99.679932000000235, 12)"
3372,"(138, 0.81999999999999984, -0.12000000000000044)","(-99.629882999999836, 14)"
3373,"(90, 2.0999999999999992, -0.76000000000000012)","(-99.459961000000476, 8)"
3374,"(90, 2.1799999999999993, -0.76000000000000012)","(-99.459961000000476, 8)"
3375,"(202, 1.7799999999999994, 0.11999999999999944)","(-99.389892999999802, 6)"
3376,"(194, 1.8599999999999994, 0.27999999999999936)","(-99.389892999999802, 6)"
3377,"(194, 1.8599999999999994, 0.19999999999999929)","(-99.389892999999802, 6)"
3378,"(202, 1.7799999999999994, 0.27999999999999936)","(-99.389892999999802, 6)"
3379,"(202, 1.7799999999999994, 0.19999999999999929)","(-99.389892999999802, 6)"
3380,"(202, 0.81999999999999984, 0.11999999999999944)","(-99.319825000000264, 12)"
3381,"(202, 0.81999999999999984, 0.27999999999999936)","(-99.319825000000264, 12)"
3382,"(202, 0.81999999999999984, 0.19999999999999929)","(-99.319825000000264, 12)"
3383,"(154, 0.97999999999999976, -0.36000000000000032)","(-99.279663000000255, 10)"
3384,"(154, 0.97999999999999976, -0.28000000000000036)","(-99.279663000000255, 10)"
3385,"(138, 1.3799999999999994, -0.12000000000000044)","(-99.239990999999463, 10)"
3386,"(90, 2.0199999999999991, -0.76000000000000012)","(-99.229859000000488, 10)"
3387,"(162, 1.8599999999999994, -0.36000000000000032)","(-99.179809999999861, 6)"
3388,"(162, 1.8599999999999994, -0.28000000000000036)","(-99.179809999999861, 6)"
3389,"(122, 2.1799999999999993, -0.76000000000000012)","(-99.149780000000192, 6)"
3390,"(130, 2.0999999999999992, -0.68000000000000016)","(-99.149780000000192, 6)"
3391,"(122, 2.1799999999999993, -0.68000000000000016)","(-99.149780000000192, 6)"
3392,"(130, 2.0999999999999992, -0.6000000000000002)","(-99.149780000000192, 6)"
3393,"(130, 2.0199999999999991, -0.6000000000000002)","(-99.149780000000192, 6)"
3394,"(122, 2.0999999999999992, -0.76000000000000012)","(-99.149780000000192, 6)"
3395,"(146, 2.0199999999999991, -0.52000000000000024)","(-99.149780000000192, 6)"
3396,"(122, 2.0999999999999992, -0.68000000000000016)","(-99.149780000000192, 6)"
3397,"(138, 2.0199999999999991, -0.6000000000000002)","(-99.149780000000192, 6)"
3398,"(122, 2.0999999999999992, -0.6000000000000002)","(-99.149780000000192, 6)"
3399,"(130, 2.0199999999999991, -0.68000000000000016)","(-99.149780000000192, 6)"
3400,"(138, 2.0199999999999991, -0.52000000000000024)","(-99.149780000000192, 6)"
3401,"(122, 2.1799999999999993, -0.6000000000000002)","(-99.149780000000192, 6)"
3402,"(194, 0.97999999999999976, 0.51999999999999913)","(-99.0797120000002, 16)"
3403,"(90, 1.7799999999999994, -1.0)","(-99.059815000000071, 10)"
3404,"(90, 1.7799999999999994, -0.92000000000000004)","(-99.059815000000071, 10)"
3405,"(194, 1.2999999999999996, -0.2000000000000004)","(-99.030028999999786, 6)"
3406,"(202, 0.97999999999999976, -0.2000000000000004)","(-98.820067999999765, 6)"
3407,"(202, 1.1399999999999997, -0.2000000000000004)","(-98.820067999999765, 6)"
3408,"(202, 1.0599999999999996, -0.2000000000000004)","(-98.820067999999765, 6)"
3409,"(210, 1.2199999999999998, -0.44000000000000028)","(-98.709837999999991, 6)"
3410,"(210, 1.1399999999999997, -0.44000000000000028)","(-98.709837999999991, 6)"
3411,"(210, 1.0599999999999996, -0.44000000000000028)","(-98.709837999999991, 6)"
3412,"(178, 1.2199999999999998, -0.6000000000000002)","(-98.66992200000027, 6)"
3413,"(186, 1.2199999999999998, -0.52000000000000024)","(-98.66992200000027, 6)"
3414,"(210, 2.0999999999999992, -0.76000000000000012)","(-98.649902000000111, 4)"
3415,"(202, 2.0999999999999992, -0.76000000000000012)","(-98.649902000000111, 4)"
3416,"(194, 2.1799999999999993, -0.76000000000000012)","(-98.649902000000111, 4)"
3417,"(98, 1.4599999999999995, -0.68000000000000016)","(-98.6496580000005, 12)"
3418,"(154, 0.81999999999999984, -0.04000000000000048)","(-98.449828999999909, 12)"
3419,"(194, 0.8999999999999998, 0.039999999999999591)","(-97.900147000000516, 12)"
3420,"(130, 1.3799999999999994, -0.2000000000000004)","(-97.729980999999725, 10)"
3421,"(202, 1.2999999999999996, 0.35999999999999943)","(-97.629883000000063, 8)"
3422,"(122, 1.1399999999999997, -0.28000000000000036)","(-97.599731000000247, 12)"
3423,"(122, 1.2199999999999998, -0.28000000000000036)","(-97.599731000000247, 12)"
3424,"(122, 1.8599999999999994, -0.44000000000000028)","(-97.269774999999981, 8)"
3425,"(98, 1.9399999999999993, -0.68000000000000016)","(-97.099732000000586, 10)"
3426,"(122, 2.0199999999999991, -0.2000000000000004)","(-97.010009999999966, 6)"
3427,"(122, 2.419999999999999, -0.52000000000000024)","(-96.839842999999973, 4)"
3428,"(82, 1.2999999999999996, -0.92000000000000004)","(-96.639648000001216, 14)"
3429,"(98, 2.339999999999999, -0.84000000000000008)","(-96.529907000000321, 6)"
3430,"(202, 0.8999999999999998, 0.35999999999999943)","(-96.519774999999981, 12)"
3431,"(122, 0.97999999999999976, -0.36000000000000032)","(-96.259400000000824, 14)"
3432,"(90, 2.419999999999999, -0.92000000000000004)","(-96.079834000000346, 6)"
3433,"(90, 2.419999999999999, -1.0)","(-96.079834000000346, 6)"
3434,"(194, 1.1399999999999997, -0.68000000000000016)","(-96.019897000000128, 6)"
3435,"(194, 0.97999999999999976, -0.6000000000000002)","(-96.019897000000128, 6)"
3436,"(194, 1.1399999999999997, -0.52000000000000024)","(-96.019897000000128, 6)"
3437,"(194, 1.0599999999999996, -0.52000000000000024)","(-96.019897000000128, 6)"
3438,"(194, 0.97999999999999976, -0.52000000000000024)","(-96.019897000000128, 6)"
3439,"(194, 1.0599999999999996, -0.68000000000000016)","(-96.019897000000128, 6)"
3440,"(186, 1.1399999999999997, -0.6000000000000002)","(-96.019897000000128, 6)"
3441,"(194, 1.0599999999999996, -0.6000000000000002)","(-96.019897000000128, 6)"
3442,"(194, 0.97999999999999976, -0.68000000000000016)","(-96.019897000000128, 6)"
3443,"(194, 1.1399999999999997, -0.6000000000000002)","(-96.019897000000128, 6)"
3444,"(106, 2.339999999999999, -0.6000000000000002)","(-95.809813000000076, 6)"
3445,"(106, 2.339999999999999, -0.68000000000000016)","(-95.809813000000076, 6)"
3446,"(106, 2.2599999999999989, -0.68000000000000016)","(-95.809813000000076, 6)"
3447,"(106, 2.2599999999999989, -0.6000000000000002)","(-95.809813000000076, 6)"
3448,"(130, 0.81999999999999984, -0.44000000000000028)","(-95.759521000000404, 12)"
3449,"(130, 0.8999999999999998, -0.36000000000000032)","(-95.759521000000404, 12)"
3450,"(130, 0.8999999999999998, -0.44000000000000028)","(-95.759521000000404, 12)"
3451,"(130, 0.81999999999999984, -0.36000000000000032)","(-95.759521000000404, 12)"
3452,"(122, 2.0199999999999991, 0.91999999999999904)","(-95.560059000000365, 8)"
3453,"(82, 1.6199999999999994, -0.76000000000000012)","(-95.349854000000278, 12)"
3454,"(122, 1.9399999999999993, -0.36000000000000032)","(-95.34973100000002, 8)"
3455,"(106, 1.6199999999999994, -0.44000000000000028)","(-95.219970999999987, 10)"
3456,"(106, 1.5399999999999996, -0.44000000000000028)","(-95.219970999999987, 10)"
3457,"(178, 0.81999999999999984, 0.11999999999999944)","(-95.109863999999789, 14)"
3458,"(202, 1.6999999999999993, 0.039999999999999591)","(-95.000244999999722, 6)"
3459,"(130, 2.419999999999999, -0.28000000000000036)","(-94.760131999999885, 4)"
3460,"(138, 2.339999999999999, -0.2000000000000004)","(-94.760131999999885, 4)"
3461,"(178, 1.3799999999999994, -0.28000000000000036)","(-94.499754999999823, 8)"
3462,"(178, 1.3799999999999994, -0.2000000000000004)","(-94.499754999999823, 8)"
3463,"(98, 1.7799999999999994, -0.84000000000000008)","(-94.389894000000368, 10)"
3464,"(98, 1.6999999999999993, -0.84000000000000008)","(-94.389894000000368, 10)"
3465,"(194, 1.4599999999999995, -0.12000000000000044)","(-94.350097999999434, 6)"
3466,"(186, 1.4599999999999995, -0.2000000000000004)","(-94.350097999999434, 6)"
3467,"(186, 1.4599999999999995, -0.12000000000000044)","(-94.350097999999434, 6)"
3468,"(194, 1.4599999999999995, -0.04000000000000048)","(-94.350097999999434, 6)"
3469,"(114, 1.9399999999999993, -0.52000000000000024)","(-94.179687000000058, 8)"
3470,"(114, 1.9399999999999993, -0.44000000000000028)","(-94.179687000000058, 8)"
3471,"(114, 1.9399999999999993, -0.6000000000000002)","(-94.179687000000058, 8)"
3472,"(90, 1.9399999999999993, -0.84000000000000008)","(-94.069703000000573, 10)"
3473,"(74, 1.6199999999999994, -0.92000000000000004)","(-93.569825000000037, 12)"
3474,"(74, 1.6199999999999994, -0.84000000000000008)","(-93.569825000000037, 12)"
3475,"(74, 1.6199999999999994, -1.0)","(-93.569825000000037, 12)"
3476,"(186, 1.2999999999999996, -0.52000000000000024)","(-93.529907000000094, 6)"
3477,"(178, 1.2999999999999996, -0.6000000000000002)","(-93.529907000000094, 6)"
3478,"(130, 1.6199999999999994, -0.52000000000000024)","(-93.519652000000178, 8)"
3479,"(130, 1.5399999999999996, -0.52000000000000024)","(-93.519652000000178, 8)"
3480,"(130, 1.4599999999999995, -0.52000000000000024)","(-93.519652000000178, 8)"
3481,"(146, 1.2199999999999998, -0.28000000000000036)","(-93.499634000000015, 10)"
3482,"(114, 2.339999999999999, -0.68000000000000016)","(-93.309936000000107, 4)"
3483,"(114, 2.339999999999999, -0.76000000000000012)","(-93.309936000000107, 4)"
3484,"(210, 1.2999999999999996, -0.28000000000000036)","(-93.159912000000077, 6)"
3485,"(218, 1.2999999999999996, -0.28000000000000036)","(-93.159912000000077, 6)"
3486,"(210, 1.2999999999999996, -0.36000000000000032)","(-93.159912000000077, 6)"
3487,"(162, 1.0599999999999996, -0.28000000000000036)","(-93.159668000000238, 10)"
3488,"(162, 0.97999999999999976, -0.28000000000000036)","(-93.159668000000238, 10)"
3489,"(162, 0.97999999999999976, -0.36000000000000032)","(-93.159668000000238, 10)"
3490,"(162, 1.0599999999999996, -0.36000000000000032)","(-93.159668000000238, 10)"
3491,"(138, 0.8999999999999998, -0.36000000000000032)","(-92.799560000000383, 12)"
3492,"(138, 0.8999999999999998, -0.28000000000000036)","(-92.799560000000383, 12)"
3493,"(138, 0.8999999999999998, -0.44000000000000028)","(-92.799560000000383, 12)"
3494,"(170, 1.4599999999999995, 0.11999999999999944)","(-92.649657999999818, 10)"
3495,"(162, 0.81999999999999984, -0.12000000000000044)","(-92.56982499999981, 12)"
3496,"(162, 0.81999999999999984, -0.04000000000000048)","(-92.56982499999981, 12)"
3497,"(162, 0.81999999999999984, -0.2000000000000004)","(-92.56982499999981, 12)"
3498,"(130, 1.1399999999999997, -0.52000000000000024)","(-92.249511000000211, 10)"
3499,"(114, 1.5399999999999996, -0.6000000000000002)","(-92.239745999999968, 10)"
3500,"(114, 1.5399999999999996, -0.52000000000000024)","(-92.239745999999968, 10)"
3501,"(114, 1.5399999999999996, -0.44000000000000028)","(-92.239745999999968, 10)"
3502,"(122, 1.6199999999999994, -0.6000000000000002)","(-92.069701000000123, 8)"
3503,"(122, 1.5399999999999996, -0.6000000000000002)","(-92.069701000000123, 8)"
3504,"(122, 1.6199999999999994, -0.76000000000000012)","(-92.069701000000123, 8)"
3505,"(122, 1.5399999999999996, -0.76000000000000012)","(-92.069701000000123, 8)"
3506,"(122, 1.5399999999999996, -0.68000000000000016)","(-92.069701000000123, 8)"
3507,"(122, 1.6199999999999994, -0.68000000000000016)","(-92.069701000000123, 8)"
3508,"(186, 1.7799999999999994, -0.04000000000000048)","(-91.820190999999795, 6)"
3509,"(194, 1.6999999999999993, 0.039999999999999591)","(-91.820190999999795, 6)"
3510,"(194, 1.7799999999999994, 0.039999999999999591)","(-91.820190999999795, 6)"
3511,"(114, 1.7799999999999994, -0.84000000000000008)","(-91.819825000000037, 8)"
3512,"(114, 1.7799999999999994, -0.92000000000000004)","(-91.819825000000037, 8)"
3513,"(106, 1.2999999999999996, -0.6000000000000002)","(-91.789551000000301, 12)"
3514,"(106, 1.2199999999999998, -0.6000000000000002)","(-91.789551000000301, 12)"
3515,"(106, 1.1399999999999997, -0.6000000000000002)","(-91.789551000000301, 12)"
3516,"(194, 0.81999999999999984, -0.2000000000000004)","(-91.650025000000142, 8)"
3517,"(210, 1.6999999999999993, 0.11999999999999944)","(-91.440064999999777, 6)"
3518,"(178, 0.8999999999999998, -0.36000000000000032)","(-91.339964999999893, 8)"
3519,"(146, 1.2999999999999996, -0.28000000000000036)","(-91.149779999999964, 10)"
3520,"(210, 0.97999999999999976, 0.43999999999999928)","(-91.079711999999972, 12)"
3521,"(210, 1.4599999999999995, 0.43999999999999928)","(-91.039672999999993, 8)"
3522,"(130, 2.2599999999999989, -0.44000000000000028)","(-90.979736000000003, 6)"
3523,"(138, 2.1799999999999993, -0.44000000000000028)","(-90.979736000000003, 6)"
3524,"(138, 2.0999999999999992, -0.36000000000000032)","(-90.979736000000003, 6)"
3525,"(138, 2.0999999999999992, -0.44000000000000028)","(-90.979736000000003, 6)"
3526,"(130, 2.1799999999999993, -0.52000000000000024)","(-90.979736000000003, 6)"
