,0,1
8966,"(154, 1.5399999999999996, 0.75999999999999912)","(169.76013300000091, 20)"
8967,"(154, 0.57999999999999996, -0.2000000000000004)","(169.80993599999965, 22)"
8968,"(66, 2.2599999999999989, -0.44000000000000028)","(169.86022899999989, 12)"
8969,"(90, 2.339999999999999, 0.039999999999999591)","(170.06994600000007, 10)"
8970,"(146, 0.57999999999999996, -0.04000000000000048)","(170.26013099999977, 26)"
8971,"(154, 0.57999999999999996, 0.75999999999999912)","(170.26037799999835, 88)"
8972,"(114, 1.9399999999999993, 0.039999999999999591)","(170.30004900000017, 12)"
8973,"(114, 1.9399999999999993, -0.04000000000000048)","(170.30004900000017, 12)"
8974,"(170, 0.65999999999999992, 0.75999999999999912)","(170.32043699999963, 72)"
8975,"(170, 1.2199999999999998, 0.83999999999999897)","(170.37024200000155, 34)"
8976,"(178, 1.0599999999999996, 0.5999999999999992)","(170.40002500000082, 26)"
8977,"(146, 1.6199999999999994, 0.83999999999999897)","(170.42004300000076, 22)"
8978,"(162, 2.0999999999999992, 0.5999999999999992)","(170.51000900000031, 8)"
8979,"(154, 1.2999999999999996, 0.35999999999999943)","(170.68994199999906, 20)"
8980,"(146, 1.5399999999999996, 0.75999999999999912)","(170.77014200000099, 22)"
8981,"(146, 0.8999999999999998, 0.83999999999999897)","(170.77990700000214, 54)"
8982,"(98, 1.6199999999999994, 0.75999999999999912)","(170.79028299999959, 24)"
8983,"(170, 0.81999999999999984, 0.67999999999999927)","(170.96045000000072, 46)"
8984,"(146, 1.3799999999999994, 0.91999999999999904)","(171.08996800000114, 30)"
8985,"(194, 1.2999999999999996, 0.75999999999999912)","(171.28979699999991, 24)"
8986,"(90, 2.1799999999999993, 0.039999999999999591)","(171.29003900000021, 12)"
8987,"(34, 2.419999999999999, 0.83999999999999897)","(171.30029599999921, 24)"
8988,"(170, 1.7799999999999994, 0.35999999999999943)","(171.34997399999997, 12)"
8989,"(178, 1.7799999999999994, 0.43999999999999928)","(171.34997399999997, 12)"
8990,"(178, 1.7799999999999994, 0.35999999999999943)","(171.34997399999997, 12)"
8991,"(186, 1.7799999999999994, 0.43999999999999928)","(171.34997399999997, 12)"
8992,"(138, 2.2599999999999989, 0.039999999999999591)","(171.50976500000024, 8)"
8993,"(162, 1.5399999999999996, 0.83999999999999897)","(171.53015200000209, 22)"
8994,"(50, 2.2599999999999989, 0.039999999999999591)","(171.57019099999957, 14)"
8995,"(42, 2.0999999999999992, 0.83999999999999897)","(171.5701909999998, 28)"
8996,"(90, 1.8599999999999994, 0.83999999999999897)","(171.60034199999973, 24)"
8997,"(178, 1.3799999999999994, 0.91999999999999904)","(171.60986499999922, 30)"
8998,"(186, 1.0599999999999996, 0.67999999999999927)","(171.61010900000019, 28)"
8999,"(218, 0.57999999999999996, 0.039999999999999591)","(171.61999499999888, 18)"
9000,"(186, 1.2199999999999998, 0.83999999999999897)","(171.70019800000023, 32)"
9001,"(146, 0.81999999999999984, 0.27999999999999936)","(171.72009200000093, 26)"
9002,"(138, 1.6199999999999994, 0.75999999999999912)","(171.79003900000066, 22)"
9003,"(170, 2.2599999999999989, 0.5999999999999992)","(171.81005800000003, 6)"
9004,"(162, 1.9399999999999993, 0.83999999999999897)","(171.82019100000048, 12)"
9005,"(90, 2.0999999999999992, 0.51999999999999913)","(171.95996199999968, 16)"
9006,"(66, 2.1799999999999993, -0.84000000000000008)","(171.97021399999971, 12)"
9007,"(202, 0.65999999999999992, -0.12000000000000044)","(172.00012100000026, 16)"
9008,"(218, 1.1399999999999997, 0.83999999999999897)","(172.0201430000011, 26)"
9009,"(66, 2.2599999999999989, -1.0)","(172.06030299999975, 12)"
9010,"(42, 2.339999999999999, 0.67999999999999927)","(172.13049499999943, 16)"
9011,"(82, 2.419999999999999, -0.6000000000000002)","(172.15978999999993, 10)"
9012,"(122, 0.97999999999999976, -0.04000000000000048)","(172.25024199999962, 22)"
9013,"(130, 0.8999999999999998, 0.5999999999999992)","(172.4901140000029, 42)"
9014,"(170, 2.2599999999999989, 0.27999999999999936)","(172.57006799999999, 6)"
9015,"(114, 0.8999999999999998, -0.28000000000000036)","(172.60033999999928, 20)"
9016,"(130, 0.65999999999999992, 0.75999999999999912)","(172.76977400000055, 92)"
9017,"(98, 2.2599999999999989, 0.27999999999999936)","(172.78991700000051, 12)"
9018,"(178, 0.57999999999999996, 0.83999999999999897)","(172.86975199999847, 104)"
9019,"(138, 2.0199999999999991, 0.11999999999999944)","(172.88000499999998, 10)"
9020,"(138, 2.0199999999999991, 0.19999999999999929)","(172.88000499999998, 10)"
9021,"(98, 2.419999999999999, 0.11999999999999944)","(172.910034, 6)"
9022,"(26, 2.0999999999999992, 0.11999999999999944)","(172.91064799999981, 34)"
9023,"(170, 1.6199999999999994, 0.91999999999999904)","(172.96008300000108, 18)"
9024,"(162, 0.57999999999999996, -0.12000000000000044)","(173.05981399999928, 24)"
9025,"(82, 1.2999999999999996, 0.5999999999999992)","(173.11035100000049, 40)"
9026,"(146, 0.5, -0.12000000000000044)","(173.1402579999999, 26)"
9027,"(98, 1.2999999999999996, 0.67999999999999927)","(173.15002500000082, 36)"
9028,"(210, 0.57999999999999996, 0.11999999999999944)","(173.23010199999908, 20)"
9029,"(42, 2.2599999999999989, 0.67999999999999927)","(173.29028299999982, 20)"
9030,"(162, 0.57999999999999996, 0.039999999999999591)","(173.31005799999934, 26)"
9031,"(66, 2.0199999999999991, -0.36000000000000032)","(173.34020899999973, 14)"
9032,"(154, 1.1399999999999997, 0.27999999999999936)","(173.36010699999974, 20)"
9033,"(106, 1.8599999999999994, 0.83999999999999897)","(173.72997999999984, 20)"
9034,"(122, 0.97999999999999976, 0.039999999999999591)","(173.74035599999843, 24)"
9035,"(154, 1.0599999999999996, 0.75999999999999912)","(173.80005000000187, 40)"
9036,"(146, 0.65999999999999992, -0.28000000000000036)","(173.91027799999938, 20)"
9037,"(154, 1.9399999999999993, 0.75999999999999912)","(173.93017600000053, 12)"
9038,"(154, 1.9399999999999993, 0.83999999999999897)","(173.93017600000053, 12)"
9039,"(130, 0.65999999999999992, 0.5999999999999992)","(173.97973600000068, 70)"
9040,"(202, 1.2199999999999998, 0.91999999999999904)","(174.12988500000074, 32)"
9041,"(122, 1.2199999999999998, -0.12000000000000044)","(174.23022399999991, 18)"
9042,"(82, 2.0999999999999992, -0.04000000000000048)","(174.25036699999987, 14)"
9043,"(122, 1.2999999999999996, 0.83999999999999897)","(174.2801530000022, 34)"
9044,"(146, 0.73999999999999988, -0.6000000000000002)","(174.41015599999992, 14)"
9045,"(82, 2.339999999999999, -0.04000000000000048)","(174.44018600000004, 12)"
9046,"(74, 1.7799999999999994, 0.35999999999999943)","(174.5102539999998, 22)"
9047,"(26, 2.1799999999999993, 0.27999999999999936)","(174.54065200000036, 36)"
9048,"(130, 0.65999999999999992, 0.039999999999999591)","(174.61987299999919, 32)"
9049,"(66, 1.8599999999999994, 0.27999999999999936)","(174.72033699999884, 20)"
9050,"(50, 2.0999999999999992, 0.19999999999999929)","(174.75024599999915, 20)"
9051,"(50, 2.0999999999999992, 0.27999999999999936)","(174.75024599999915, 20)"
9052,"(74, 2.0999999999999992, -0.2000000000000004)","(174.75036599999953, 14)"
9053,"(122, 1.7799999999999994, 0.83999999999999897)","(174.81018100000006, 18)"
9054,"(186, 1.4599999999999995, 0.5999999999999992)","(174.81970200000046, 18)"
9055,"(154, 1.0599999999999996, 0.83999999999999897)","(174.82995600000345, 44)"
9056,"(162, 0.65999999999999992, 0.91999999999999904)","(174.87035899999751, 106)"
9057,"(202, 0.73999999999999988, 0.91999999999999904)","(175.04028300000027, 78)"
9058,"(154, 0.65999999999999992, -0.12000000000000044)","(175.09008699999936, 22)"
9059,"(130, 1.2199999999999998, -0.04000000000000048)","(175.10998400000017, 18)"
9060,"(98, 2.0999999999999992, 0.75999999999999912)","(175.29980499999988, 16)"
9061,"(42, 2.419999999999999, 0.51999999999999913)","(175.31042699999944, 14)"
9062,"(50, 2.0999999999999992, 0.51999999999999913)","(175.37024199999928, 22)"
9063,"(66, 1.9399999999999993, 0.83999999999999897)","(175.50048799999922, 22)"
9064,"(66, 1.7799999999999994, 0.83999999999999897)","(175.55029199999944, 28)"
9065,"(114, 0.5, 0.5999999999999992)","(175.67004300000121, 102)"
9066,"(122, 1.6999999999999993, 0.83999999999999897)","(175.78015200000073, 22)"
9067,"(146, 1.2999999999999996, 0.19999999999999929)","(175.79003899999975, 20)"
9068,"(138, 1.3799999999999994, 0.67999999999999927)","(175.84997800000156, 26)"
9069,"(66, 1.9399999999999993, 0.75999999999999912)","(175.85046299999931, 22)"
9070,"(90, 1.8599999999999994, 0.5999999999999992)","(175.88025099999913, 20)"
9071,"(66, 1.7799999999999994, 0.75999999999999912)","(175.90026699999953, 28)"
9072,"(138, 1.1399999999999997, 0.67999999999999927)","(176.16992300000106, 38)"
9073,"(202, 1.7799999999999994, 0.67999999999999927)","(176.18994000000021, 12)"
9074,"(26, 2.0999999999999992, -0.12000000000000044)","(176.66064599999913, 34)"
9075,"(66, 1.9399999999999993, 0.5999999999999992)","(176.67040999999926, 22)"
9076,"(170, 0.65999999999999992, 0.51999999999999913)","(176.71032800000012, 44)"
9077,"(218, 0.5, 0.11999999999999944)","(176.80017199999975, 20)"
9078,"(98, 1.7799999999999994, 0.51999999999999913)","(176.83032299999945, 20)"
9079,"(130, 1.1399999999999997, 0.75999999999999912)","(176.86987300000192, 38)"
9080,"(122, 1.3799999999999994, 0.75999999999999912)","(176.88012900000103, 30)"
9081,"(50, 2.419999999999999, 0.35999999999999943)","(176.90002499999969, 12)"
9082,"(114, 0.81999999999999984, -0.28000000000000036)","(177.04016099999922, 22)"
9083,"(98, 1.8599999999999994, 0.5999999999999992)","(177.09020999999962, 20)"
9084,"(82, 1.6199999999999994, 0.43999999999999928)","(177.19030899999962, 24)"
9085,"(138, 0.57999999999999996, 0.11999999999999944)","(177.2600089999994, 36)"
9086,"(130, 1.2199999999999998, 0.91999999999999904)","(177.32983500000046, 42)"
9087,"(66, 2.0199999999999991, -0.92000000000000004)","(177.35021899999947, 14)"
9088,"(218, 1.2999999999999996, 0.75999999999999912)","(177.37963699999955, 20)"
9089,"(26, 2.339999999999999, 0.5999999999999992)","(177.39062799999942, 30)"
9090,"(90, 1.5399999999999996, 0.67999999999999927)","(177.43041900000026, 30)"
9091,"(202, 2.1799999999999993, 0.91999999999999904)","(177.44006400000012, 6)"
9092,"(138, 0.73999999999999988, 0.11999999999999944)","(177.52990699999918, 26)"
9093,"(106, 2.339999999999999, 0.27999999999999936)","(177.54003900000066, 10)"
9094,"(106, 2.2599999999999989, 0.27999999999999936)","(177.54003900000066, 10)"
9095,"(178, 1.9399999999999993, 0.91999999999999904)","(177.68005400000129, 12)"
9096,"(154, 0.65999999999999992, 0.83999999999999897)","(177.72997799999916, 90)"
9097,"(186, 0.5, -0.2000000000000004)","(177.83019899999977, 20)"
9098,"(138, 0.81999999999999984, 0.91999999999999904)","(177.84985500000244, 76)"
9099,"(34, 2.419999999999999, 0.75999999999999912)","(177.86035499999912, 24)"
9100,"(202, 1.7799999999999994, 0.51999999999999913)","(177.97997799999962, 12)"
9101,"(58, 1.8599999999999994, 0.91999999999999904)","(178.10033899999917, 26)"
9102,"(82, 1.6999999999999993, 0.91999999999999904)","(178.14025899999979, 28)"
9103,"(170, 1.7799999999999994, 0.27999999999999936)","(178.23998900000015, 12)"
9104,"(186, 1.7799999999999994, 0.35999999999999943)","(178.23998900000015, 12)"
9105,"(194, 1.7799999999999994, 0.43999999999999928)","(178.23998900000015, 12)"
9106,"(90, 2.0199999999999991, 0.67999999999999927)","(178.31994699999973, 18)"
9107,"(74, 1.8599999999999994, 0.19999999999999929)","(178.35034199999905, 20)"
9108,"(74, 1.3799999999999994, -0.68000000000000016)","(178.44042799999897, 22)"
9109,"(74, 1.3799999999999994, -0.6000000000000002)","(178.44042799999897, 22)"
9110,"(154, 0.73999999999999988, 0.35999999999999943)","(178.45019499999989, 34)"
9111,"(82, 1.9399999999999993, 0.5999999999999992)","(178.54003999999918, 20)"
9112,"(98, 2.339999999999999, 0.51999999999999913)","(178.58996699999966, 10)"
9113,"(98, 2.339999999999999, 0.43999999999999928)","(178.58996699999966, 10)"
9114,"(98, 2.339999999999999, 0.5999999999999992)","(178.58996699999966, 10)"
9115,"(194, 2.1799999999999993, 0.83999999999999897)","(178.60998500000005, 6)"
9116,"(138, 1.2999999999999996, 0.75999999999999912)","(178.61975200000097, 32)"
9117,"(58, 2.2599999999999989, -0.36000000000000032)","(178.69006299999955, 14)"
9118,"(146, 1.4599999999999995, 0.75999999999999912)","(178.6900640000008, 24)"
9119,"(162, 1.4599999999999995, 0.91999999999999904)","(178.71984799999996, 26)"
9120,"(178, 2.2599999999999989, 0.75999999999999912)","(178.72998000000007, 6)"
9121,"(194, 0.57999999999999996, 0.039999999999999591)","(178.80981399999928, 24)"
9122,"(58, 2.339999999999999, 0.11999999999999944)","(178.87023999999974, 14)"
9123,"(170, 0.97999999999999976, 0.83999999999999897)","(178.87036300000182, 46)"
9124,"(58, 1.9399999999999993, -0.04000000000000048)","(179.13000399999919, 18)"
9125,"(178, 2.1799999999999993, 0.83999999999999897)","(179.15002400000026, 8)"
9126,"(138, 0.57999999999999996, 0.51999999999999913)","(179.16003300000011, 58)"
9127,"(10, 0.73999999999999988, 0.83999999999999897)","(179.1603920000091, 280)"
9128,"(154, 0.57999999999999996, -0.12000000000000044)","(179.18981899999926, 24)"
9129,"(66, 1.8599999999999994, 0.91999999999999904)","(179.28051599999958, 24)"
9130,"(138, 1.5399999999999996, 0.67999999999999927)","(179.30017200000088, 22)"
9131,"(218, 1.7799999999999994, 0.5999999999999992)","(179.43993900000009, 12)"
9132,"(58, 2.0199999999999991, -0.52000000000000024)","(179.45019500000012, 14)"
9133,"(122, 1.9399999999999993, 0.51999999999999913)","(179.48022500000047, 14)"
9134,"(138, 1.0599999999999996, 0.67999999999999927)","(179.69018700000038, 40)"
9135,"(146, 2.1799999999999993, 0.43999999999999928)","(179.76000900000031, 8)"
9136,"(162, 2.0999999999999992, 0.51999999999999913)","(179.76000900000031, 8)"
9137,"(146, 2.1799999999999993, 0.51999999999999913)","(179.76000900000031, 8)"
9138,"(186, 0.5, -0.28000000000000036)","(179.78039599999943, 18)"
9139,"(50, 2.0999999999999992, 0.11999999999999944)","(179.91015699999912, 20)"
9140,"(106, 2.419999999999999, 0.27999999999999936)","(180.08996600000023, 6)"
9141,"(90, 1.5399999999999996, 0.5999999999999992)","(180.34021000000075, 28)"
9142,"(122, 1.6999999999999993, -0.12000000000000044)","(180.34997499999986, 14)"
9143,"(74, 1.7799999999999994, 0.75999999999999912)","(180.45031699999936, 26)"
9144,"(66, 2.2599999999999989, -0.6000000000000002)","(180.50024399999984, 12)"
9145,"(66, 2.2599999999999989, -0.52000000000000024)","(180.50024399999984, 12)"
9146,"(98, 1.9399999999999993, 0.91999999999999904)","(180.52001899999982, 22)"
9147,"(42, 2.339999999999999, 0.5999999999999992)","(180.59057799999937, 16)"
9148,"(130, 1.2199999999999998, 0.11999999999999944)","(180.68005300000004, 20)"
9149,"(50, 1.8599999999999994, 0.67999999999999927)","(180.68054299999926, 28)"
9150,"(82, 1.5399999999999996, 0.5999999999999992)","(180.76049799999964, 30)"
9151,"(194, 1.5399999999999996, 0.67999999999999927)","(180.79003900000021, 16)"
9152,"(66, 2.339999999999999, -0.44000000000000028)","(180.82006799999999, 12)"
9153,"(178, 1.4599999999999995, 0.35999999999999943)","(180.82006799999999, 16)"
9154,"(178, 1.4599999999999995, 0.43999999999999928)","(180.82006799999999, 16)"
9155,"(90, 1.5399999999999996, 0.91999999999999904)","(180.85033999999996, 36)"
9156,"(66, 1.9399999999999993, -0.92000000000000004)","(180.90014599999949, 16)"
9157,"(66, 1.8599999999999994, -0.92000000000000004)","(180.90014599999949, 16)"
9158,"(74, 2.339999999999999, -0.28000000000000036)","(180.93005400000015, 12)"
9159,"(74, 2.2599999999999989, -0.28000000000000036)","(180.93005400000015, 12)"
9160,"(10, 0.73999999999999988, 0.5999999999999992)","(181.05041300000562, 240)"
9161,"(154, 1.7799999999999994, 0.43999999999999928)","(181.12988200000041, 12)"
9162,"(146, 1.0599999999999996, 0.27999999999999936)","(181.17004400000019, 22)"
9163,"(146, 1.1399999999999997, 0.27999999999999936)","(181.17004400000019, 22)"
9164,"(98, 2.1799999999999993, 0.5999999999999992)","(181.20996200000013, 14)"
9165,"(98, 2.1799999999999993, 0.51999999999999913)","(181.20996200000013, 14)"
9166,"(154, 1.8599999999999994, 0.27999999999999936)","(181.30993600000033, 12)"
9167,"(114, 2.0999999999999992, 0.27999999999999936)","(181.38000500000044, 10)"
9168,"(90, 2.419999999999999, -0.04000000000000048)","(181.39013699999987, 6)"
9169,"(90, 2.419999999999999, -0.2000000000000004)","(181.39013699999987, 6)"
9170,"(90, 2.419999999999999, -0.12000000000000044)","(181.39013699999987, 6)"
9171,"(138, 0.73999999999999988, 0.039999999999999591)","(181.4199209999997, 24)"
9172,"(82, 1.9399999999999993, 0.51999999999999913)","(181.43005499999913, 20)"
9173,"(90, 1.6199999999999994, 0.91999999999999904)","(181.51025499999969, 32)"
9174,"(90, 2.339999999999999, -0.36000000000000032)","(181.57983400000012, 10)"
9175,"(162, 0.73999999999999988, -0.2000000000000004)","(181.74035400000025, 18)"
9176,"(42, 2.2599999999999989, 0.5999999999999992)","(181.75036599999976, 20)"
9177,"(34, 1.6999999999999993, 0.91999999999999904)","(181.85034300000052, 50)"
9178,"(186, 1.1399999999999997, 0.75999999999999912)","(181.90002699999991, 32)"
9179,"(218, 2.339999999999999, -0.12000000000000044)","(181.93994100000009, 2)"
9180,"(218, 2.339999999999999, -0.04000000000000048)","(181.93994100000009, 2)"
9181,"(218, 2.339999999999999, 0.039999999999999591)","(181.93994100000009, 2)"
9182,"(218, 2.1799999999999993, -0.12000000000000044)","(181.93994100000009, 2)"
9183,"(218, 2.2599999999999989, -0.04000000000000048)","(181.93994100000009, 2)"
9184,"(218, 2.419999999999999, -0.04000000000000048)","(181.93994100000009, 2)"
9185,"(218, 2.419999999999999, 0.039999999999999591)","(181.93994100000009, 2)"
9186,"(218, 2.419999999999999, -0.2000000000000004)","(181.93994100000009, 2)"
9187,"(218, 2.1799999999999993, 0.039999999999999591)","(181.93994100000009, 2)"
9188,"(218, 2.419999999999999, -0.12000000000000044)","(181.93994100000009, 2)"
9189,"(218, 2.1799999999999993, -0.2000000000000004)","(181.93994100000009, 2)"
9190,"(218, 2.339999999999999, -0.2000000000000004)","(181.93994100000009, 2)"
9191,"(218, 2.2599999999999989, -0.12000000000000044)","(181.93994100000009, 2)"
9192,"(218, 2.2599999999999989, -0.2000000000000004)","(181.93994100000009, 2)"
9193,"(218, 2.2599999999999989, 0.039999999999999591)","(181.93994100000009, 2)"
9194,"(218, 2.1799999999999993, -0.04000000000000048)","(181.93994100000009, 2)"
9195,"(210, 2.0999999999999992, 0.83999999999999897)","(182.03015099999993, 6)"
9196,"(210, 2.0999999999999992, 0.91999999999999904)","(182.03015099999993, 6)"
9197,"(154, 1.3799999999999994, 0.91999999999999904)","(182.47961399999986, 30)"
9198,"(66, 1.6199999999999994, -1.0)","(182.55029199999944, 18)"
9199,"(66, 1.6999999999999993, -0.92000000000000004)","(182.60998500000005, 18)"
9200,"(194, 2.1799999999999993, 0.75999999999999912)","(182.63989200000015, 6)"
9201,"(114, 1.7799999999999994, 0.83999999999999897)","(182.70019700000012, 20)"
9202,"(138, 0.8999999999999998, 0.75999999999999912)","(182.70996100000229, 52)"
9203,"(170, 2.1799999999999993, 0.51999999999999913)","(182.87975900000038, 8)"
9204,"(202, 1.1399999999999997, 0.83999999999999897)","(182.93030099999987, 32)"
9205,"(66, 2.339999999999999, -1.0)","(183.02014199999985, 12)"
9206,"(26, 2.0999999999999992, 0.039999999999999591)","(183.02063199999907, 34)"
9207,"(26, 2.0999999999999992, -0.04000000000000048)","(183.02063199999907, 34)"
9208,"(74, 2.0199999999999991, -0.12000000000000044)","(183.0502919999999, 16)"
9209,"(82, 2.2599999999999989, -0.52000000000000024)","(183.16980000000035, 12)"
9210,"(82, 2.1799999999999993, -0.52000000000000024)","(183.16980000000035, 12)"
9211,"(98, 1.9399999999999993, 0.75999999999999912)","(183.21997099999953, 20)"
9212,"(162, 0.81999999999999984, 0.67999999999999927)","(183.24060199999985, 46)"
9213,"(202, 0.57999999999999996, -0.2000000000000004)","(183.35986300000013, 16)"
9214,"(42, 2.1799999999999993, 0.83999999999999897)","(183.36022899999989, 22)"
9215,"(42, 2.1799999999999993, 0.91999999999999904)","(183.36022899999989, 22)"
9216,"(130, 0.73999999999999988, 0.039999999999999591)","(183.45983899999896, 28)"
9217,"(66, 2.2599999999999989, -0.84000000000000008)","(183.51013099999977, 12)"
9218,"(146, 0.97999999999999976, 0.27999999999999936)","(183.51025299999992, 24)"
9219,"(170, 2.339999999999999, -0.04000000000000048)","(183.56982300000027, 4)"
9220,"(170, 2.339999999999999, -0.2000000000000004)","(183.56982300000027, 4)"
9221,"(178, 2.339999999999999, 0.039999999999999591)","(183.56982300000027, 4)"
9222,"(178, 2.339999999999999, -0.04000000000000048)","(183.56982300000027, 4)"
9223,"(178, 2.339999999999999, 0.11999999999999944)","(183.56982300000027, 4)"
9224,"(170, 2.339999999999999, -0.12000000000000044)","(183.56982300000027, 4)"
9225,"(170, 2.339999999999999, 0.039999999999999591)","(183.56982300000027, 4)"
9226,"(178, 2.339999999999999, -0.12000000000000044)","(183.56982300000027, 4)"
9227,"(170, 2.339999999999999, 0.11999999999999944)","(183.56982300000027, 4)"
9228,"(74, 2.1799999999999993, -0.52000000000000024)","(183.62023899999986, 12)"
9229,"(138, 0.73999999999999988, 0.67999999999999927)","(183.67004400000246, 60)"
9230,"(98, 2.1799999999999993, 0.43999999999999928)","(183.75000100000011, 14)"
9231,"(10, 0.65999999999999992, 0.039999999999999591)","(183.75048800000377, 180)"
9232,"(170, 0.73999999999999988, 0.67999999999999927)","(183.82019000000059, 52)"
9233,"(162, 0.57999999999999996, 0.5999999999999992)","(183.87048499999901, 56)"
9234,"(146, 0.57999999999999996, 0.75999999999999912)","(183.9103990000001, 90)"
9235,"(170, 0.65999999999999992, 0.91999999999999904)","(183.91064500000039, 110)"
9236,"(106, 2.0999999999999992, 0.75999999999999912)","(184.01001099999985, 14)"
9237,"(146, 2.0999999999999992, 0.5999999999999992)","(184.13012700000058, 10)"
9238,"(26, 2.1799999999999993, 0.91999999999999904)","(184.18066400000112, 40)"
9239,"(186, 1.2199999999999998, 0.67999999999999927)","(184.20996199999968, 26)"
9240,"(194, 1.0599999999999996, 0.83999999999999897)","(184.29053000000181, 36)"
9241,"(138, 1.8599999999999994, 0.67999999999999927)","(184.4199220000005, 16)"
9242,"(154, 1.7799999999999994, 0.19999999999999929)","(184.42993000000001, 12)"
9243,"(90, 1.6999999999999993, 0.51999999999999913)","(184.56005999999934, 22)"
9244,"(130, 1.6199999999999994, 0.83999999999999897)","(184.62011800000096, 24)"
9245,"(42, 2.0199999999999991, 0.75999999999999912)","(184.65026999999986, 30)"
9246,"(106, 2.0199999999999991, -0.2000000000000004)","(184.6899420000002, 12)"
9247,"(58, 1.8599999999999994, 0.67999999999999927)","(184.98034499999926, 24)"
9248,"(178, 2.2599999999999989, 0.67999999999999927)","(185.1300040000001, 6)"
9249,"(146, 0.57999999999999996, -0.36000000000000032)","(185.63024899999937, 20)"
9250,"(146, 0.65999999999999992, -0.36000000000000032)","(185.63024899999937, 20)"
9251,"(114, 1.8599999999999994, 0.51999999999999913)","(185.64001400000052, 16)"
9252,"(218, 0.57999999999999996, -0.04000000000000048)","(185.69006299999933, 18)"
9253,"(146, 2.2599999999999989, 0.35999999999999943)","(185.75976500000024, 8)"
9254,"(186, 1.0599999999999996, 0.83999999999999897)","(185.79028500000209, 38)"
9255,"(98, 1.6199999999999994, 0.91999999999999904)","(185.92028800000026, 28)"
9256,"(26, 2.2599999999999989, 0.75999999999999912)","(185.93054200000006, 32)"
9257,"(106, 1.3799999999999994, 0.75999999999999912)","(186.01001200000201, 32)"
9258,"(210, 2.0999999999999992, 0.75999999999999912)","(186.06005800000003, 6)"
9259,"(114, 1.8599999999999994, -0.12000000000000044)","(186.16992099999993, 12)"
9260,"(66, 1.9399999999999993, 0.51999999999999913)","(186.2103269999991, 22)"
9261,"(58, 1.8599999999999994, 0.5999999999999992)","(186.35033999999928, 24)"
9262,"(90, 2.0999999999999992, 0.43999999999999928)","(186.46008399999982, 16)"
9263,"(66, 1.8599999999999994, 0.19999999999999929)","(186.680419999999, 20)"
9264,"(114, 1.9399999999999993, 0.35999999999999943)","(186.69030800000019, 14)"
9265,"(66, 1.5399999999999996, 0.43999999999999928)","(186.71020499999941, 34)"
9266,"(114, 2.0199999999999991, -0.2000000000000004)","(186.75988700000016, 10)"
9267,"(114, 2.0199999999999991, -0.12000000000000044)","(186.75988700000016, 10)"
9268,"(138, 0.8999999999999998, 0.67999999999999927)","(186.85009900000159, 48)"
9269,"(218, 1.4599999999999995, 0.75999999999999912)","(187.01977500000021, 18)"
9270,"(122, 1.8599999999999994, -0.04000000000000048)","(187.19982800000002, 12)"
9271,"(154, 1.4599999999999995, 0.83999999999999897)","(187.30005000000142, 24)"
9272,"(122, 1.8599999999999994, 0.5999999999999992)","(187.34008800000061, 16)"
9273,"(146, 0.73999999999999988, -0.68000000000000016)","(187.55993600000011, 14)"
9274,"(146, 0.57999999999999996, -0.68000000000000016)","(187.55993600000011, 14)"
9275,"(146, 0.5, -0.68000000000000016)","(187.55993600000011, 14)"
9276,"(146, 0.65999999999999992, -0.68000000000000016)","(187.55993600000011, 14)"
9277,"(74, 2.419999999999999, -0.28000000000000036)","(187.66003400000022, 12)"
9278,"(114, 1.5399999999999996, -0.2000000000000004)","(187.78002800000036, 16)"
9279,"(50, 2.339999999999999, 0.27999999999999936)","(187.83007899999961, 12)"
9280,"(50, 2.339999999999999, 0.19999999999999929)","(187.83007899999961, 12)"
9281,"(130, 1.6999999999999993, 0.83999999999999897)","(187.88989199999992, 22)"
9282,"(194, 0.5, -0.28000000000000036)","(187.89025899999956, 16)"
9283,"(194, 0.57999999999999996, -0.28000000000000036)","(187.89025899999956, 16)"
9284,"(58, 2.1799999999999993, -0.44000000000000028)","(188.01025400000026, 14)"
9285,"(106, 1.9399999999999993, -0.28000000000000036)","(188.02990700000055, 12)"
9286,"(162, 1.9399999999999993, 0.75999999999999912)","(188.15026900000021, 12)"
9287,"(130, 1.3799999999999994, 0.5999999999999992)","(188.200074000001, 26)"
9288,"(58, 2.339999999999999, 0.039999999999999591)","(188.22009299999991, 14)"
9289,"(58, 2.339999999999999, -0.04000000000000048)","(188.22009299999991, 14)"
9290,"(178, 2.2599999999999989, 0.35999999999999943)","(188.24999899999989, 6)"
9291,"(178, 2.2599999999999989, 0.43999999999999928)","(188.24999899999989, 6)"
9292,"(162, 0.57999999999999996, 0.19999999999999929)","(188.32019099999957, 30)"
9293,"(154, 1.6199999999999994, 0.83999999999999897)","(188.44018600000095, 20)"
9294,"(26, 2.0999999999999992, 0.91999999999999904)","(188.52062900000146, 42)"
9295,"(202, 1.8599999999999994, 0.5999999999999992)","(188.55993500000022, 12)"
9296,"(82, 1.4599999999999995, 0.51999999999999913)","(188.67040999999972, 32)"
9297,"(138, 1.1399999999999997, 0.27999999999999936)","(188.69006499999978, 24)"
9298,"(10, 0.73999999999999988, 0.91999999999999904)","(188.72020500000622, 294)"
9299,"(138, 1.4599999999999995, 0.67999999999999927)","(188.75000200000136, 24)"
9300,"(114, 1.1399999999999997, -0.2000000000000004)","(188.75036399999976, 20)"
